,gene_name
3153,Gm15496
3154,Gm12356
3155,4930481B07Rik
3156,A930019D19Rik
3157,Gm13572
3158,9530051G07Rik
3159,1700001G11Rik
3160,B230206L02Rik
3161,Gm7805
3162,4833417C18Rik
3163,1700084C06Rik
3164,Gm15762
3165,Pax6os1
3166,9530046B11Rik
3167,Gm16045
3168,Hnf1aos1
3169,4930439A04Rik
3170,Gm15728
3171,Gm15829
3172,Gm5602
3173,Gm16060
3174,9030622O22Rik
3175,Gm15389
3176,Gm13029
3177,Gm14616
3178,Mkln1os
3179,Rapgef4os3
3180,Gm16170
3181,Tmem150cos
3182,Marcksl1-ps4
3183,Gm15634
3184,Gm15138
3185,Gm15972
3186,G630016G05Rik
3187,2700033N17Rik
3188,1810059C17Rik
3189,Gm12932
3190,4933428C19Rik
3191,A330102I10Rik
3192,Gm13830
3193,Chrna1os
3194,1810019D21Rik
3195,Gm15559
3196,9330198N18Rik
3197,Gm12996
3198,Gm14091
3199,Gm11722
3200,9330162012Rik
3201,Etaa1os
3202,Gm16172
3203,Gm15506
3204,Ift88os
3205,Xist
3206,Chn1os3
3207,Gm13709
3208,9530034E10Rik
3209,Gm13205
3210,Gm12949
3211,4930405A21Rik
3212,Stamos
3213,Gm11592
3214,Gm15247
3215,Gm15747
3216,AI427809
3217,A630052C17Rik
3218,Tspan2os
3219,Gm13261
3220,Gm15751
3221,Gm15351
3222,Gm13562
3223,E130102H24Rik
3224,Gm13657
3225,Gm11739
3226,Gm16618
3227,Gm15681
3228,Gm4577
3229,A230072C01Rik
3230,Gm13594
3231,Phf2os1
3232,Gm15708
3233,Gm15276
3234,Gm16124
3235,Gm16365
3236,Gm15903
3237,4930429F24Rik
3238,Gm11497
3239,4930481A15Rik
3240,Gm15489
3241,Gm15859
3242,Gm16314
3243,Rsf1os2
3244,Gm13544
3245,Gm12981
3246,Gm16364
3247,Gm15979
3248,Gm16283
3249,B230119M05Rik
3250,1700110K17Rik
3251,Eldr
3252,Gm15423
3253,Gm16638
3254,Gm12279
3255,Gm12655
3256,Gm14022
3257,Gm15246
3258,Gm16230
3259,2010001A14Rik
3260,D230022J07Rik
3261,E130307A14Rik
3262,4930412L05Rik
3263,Lrp8os3
3264,Gm15261
3265,Gm16175
3266,Lhx1os
3267,2810408I11Rik
3268,E230016M11Rik
3269,C78197
3270,Gm15461
3271,Gm14486
3272,D330023K18Rik
3273,Gm15409
3274,Gm12120
3275,1810021B22Rik
3276,Gm15627
3277,1700047K16Rik
3278,Gm13187
3279,0610043K17Rik
3280,Junos
3281,Gm15892
3282,AV099323
3283,AA415398
3284,Gm15420
3285,Gm11899
3286,Gm11752
3287,Cers1
3288,Gm14167
3289,Gm5475
3290,Gm14286
3291,5330411J11Rik
3292,Csmd2os
3293,Rap1gapos
3294,4930506C21Rik
3295,Gm15910
3296,2810001G20Rik
3297,Gm12116
3298,Gm16091
3299,AV039307
3300,Gm14246
3301,Gm15764
3302,Gm15869
3303,Gm12976
3304,Ccdc142os
3305,2410004N09Rik
3306,Gm16174
3307,Gm11339
3308,A230005M16Rik
3309,5330434G04Rik
3310,E130018N17Rik
3311,Gm15918
3312,Gm11940
3313,Gm15283
3314,Gm25117
3315,Gm25271
3316,Gm26049
3317,Gm25395
3318,Mir1968
3319,Scarna3b
3320,Gm24507
3321,Gm22098
3322,Mir1955
3323,Scarna13
3324,Gm25772
3325,Gm23119
3326,Snora78
3327,Gm23209
3328,Gm23205
3329,Gm25835
3330,Gm22500
3331,Gm16559
3332,Gm16585
3333,Gm14057
3334,Fcor
3335,Agxt2
3336,B230216N24Rik
3337,Gm16552
3338,Gm14378
3339,3632454L22Rik
3340,Gm16580
3341,Tmsb15b1
3342,Slc25a5-ps
3343,A930011G23Rik
3344,Gm16536
3345,Gm7162
3346,1700023H06Rik
3347,Zfp882
3348,9230117E06Rik
3349,0610040B10Rik
3350,Tbc1d22bos
3351,Gm8113
3352,Gm16006
3353,Gm16555
3354,Gm16147
3355,Gm15717
3356,Gm15680
3357,Gm15809
3358,Pcp4
3359,Gm16315
3360,2810442N19Rik
3361,Prr22
3362,9130221H12Rik
3363,4930523C07Rik
3364,Gm17096
3365,Rps11-ps1
3366,Gm17055
3367,Gm17024
3368,Gm17571
3369,A930033H14Rik
3370,Zfp712
3371,Zfp493
3372,Gm17201
3373,Gm17110
3374,1700092M07Rik
3375,Hspa1b
3376,Pabpc4l
3377,Gm17705
3378,Gm17147
3379,Gm17212
3380,Gm17655
3381,Gm17720
3382,1700030C10Rik
3383,Gm17105
3384,Gm5141
3385,Gm17334
3386,Fth-ps2
3387,1700112D23Rik
3388,Hist2h4
3389,Gm17509
3390,Gm10269
3391,Gm16432
3392,Gm17484
3393,AU040972
3394,Gm17195
3395,Gm6548
3396,Gm9581
3397,Cyp4f17
3398,Gm17191
3399,Gm17022
3400,Gm4707
3401,Tnnc1
3402,AK010878
3403,Gm17709
3404,C2cd4b
3405,Hspa1a
3406,Gm10320
3407,B930094E09Rik
3408,Gm3912
3409,Gm20407
3410,Gm20470
3411,Dyx1c1
3412,1110038B12Rik
3413,Gm7221
3414,Gm20548
3415,Gm4189
3416,Gm20541
3417,Gm20518
3418,Gm20531
3419,Gm20400
3420,Gm8738
3421,Gm20492
3422,Scnm1
3423,Gm20404
3424,Snord55
3425,Gm22923
3426,Gm22860
3427,Gm22859
3428,Snora24
3429,Mir3074-1
3430,Gm25025
3431,Gm27626
3432,Gm22690
3433,Gm26461
3434,Gm23637
3435,Gm23639
3436,Mir3091
3437,Rpph1
3438,Gm25960
3439,Gm22121
3440,Gm23810
3441,Gm24560
3442,Mir5128
3443,Mir5125
3444,Gm23632
3445,Gm26141
3446,Gm24366
3447,Gm22990
3448,Snord87
3449,Mir344-2
3450,Gm25252
3451,Gm27903
3452,Gm25749
3453,Gm25297
3454,Gm24106
3455,Mir677
3456,Gm26237
3457,Gm26238
3458,Mir5136
3459,Gm22119
3460,Gm22802
3461,Gm25190
3462,5730480H06Rik
3463,Gm20645
3464,AA465934
3465,Gm23368
3466,Gm20627
3467,Gm20633
3468,Rab26os
3469,Gm20036
3470,Gm20707
3471,Mir5620
3472,Pou5f2
3473,Gm20681
3474,Gm25082
3475,Gm20692
3476,Gm20678
3477,Gm19967
3478,Gm379
3479,Gm23864
3480,Gm1604A
3481,Gm23992
3482,Gm23968
3483,Ccdc42b
3484,Snord16a
3485,9430069I07Rik
3486,Gm5294
3487,Gm22392
3488,Gm25872
3489,Gm25873
3490,Gm25360
3491,Gm22007
3492,A830019P07Rik
3493,Hist1h2ap
3494,Gm25472
3495,Gm4791
3496,Gm3604
3497,Mir3070b
3498,Gm3336
3499,Gm25328
3500,Edaradd
3501,Mir344i
3502,Wdr49
3503,Gm25233
3504,Gm21738
3505,Gm12573
3506,Gm10130
3507,Zfp870
3508,Gm9821
3509,Gm21984
3510,Gm25618
3511,Gm10719
3512,Gm21960
3513,Gm23136
3514,Gm10717
3515,Gm10845
3516,Gm21060
3517,Hist4h4
3518,9930004E17Rik
3519,Gm24265
3520,Gm21814
3521,Gm11168
3522,Zfp433
3523,Zfp850
3524,2500002B13Rik
3525,5033403F01Rik
3526,Gm26721
3527,Gm26572
3528,Gdap10
3529,Snhg18
3530,E230013L22Rik
3531,Gm6345
3532,Gm26621
3533,Gm26620
3534,4930556M19Rik
3535,Gm26881
3536,Gm16386
3537,Gm26789
3538,2810029C07Rik
3539,Gm26792
3540,Gm17435
3541,D930007P13Rik
3542,Gm26860
3543,Gm4651
3544,BC001981
3545,Gm26786
3546,Gm17491
3547,Gm26641
3548,1110020A21Rik
3549,Gm4262
3550,Gm17586
3551,Gm26760
3552,Gm16712
3553,Gm26724
3554,C330013E15Rik
3555,1810034E14Rik
3556,Gm26726
3557,Gm19705
3558,Gm26887
3559,D230017M19Rik
3560,Gm26779
3561,Gm17608
3562,9230114K14Rik
3563,Gm26513
3564,BC051077
3565,Cep83os
3566,Gm26664
3567,Snhg5
3568,9330159N05Rik
3569,6030443J06Rik
3570,Gm26698
3571,Gm26745
3572,Gm26549
3573,Gm26518
3574,Gm26771
3575,C430042M11Rik
3576,4930532G15Rik
3577,1700109K24Rik
3578,Gm9903
3579,4930525G20Rik
3580,4930480K23Rik
3581,Gm26683
3582,Gm26684
3583,Gm2155
3584,Gm26532
3585,3110083C13Rik
3586,Gm17249
3587,A930038B10Rik
3588,Gm26870
3589,1700007L15Rik
3590,1700028E10Rik
3591,Gm16897
3592,Zfp87
3593,2700012I20Rik
3594,Gm26606
3595,9030407P20Rik
3596,AA543186
3597,9430065F17Rik
3598,Gm26876
3599,6720427I07Rik
3600,Gm26873
3601,Gm26816
3602,Gm26814
3603,1810014B01Rik
3604,Gm26520
3605,Gm17529
3606,Gm10489
3607,Gm26631
3608,Gm26734
3609,Gm26737
3610,Gm26586
3611,Gm26584
3612,Gm17634
3613,Gm17733
3614,Gm26808
3615,4933406C10Rik
3616,Gm26652
3617,3110045C21Rik
3618,4930516B21Rik
3619,1700040D17Rik
3620,Gm26843
3621,1700022N22Rik
3622,Gm16675
3623,2610037D02Rik
3624,2610020C07Rik
3625,C130060C02Rik
3626,Gm26638
3627,A930024N18Rik
3628,Gm26637
3629,Gm26797
3630,C920006O11Rik
3631,6230400D17Rik
3632,6430590A07Rik
3633,Gm26529
3634,Gm17388
3635,2510016G02Rik
3636,Gm26660
3637,1110019D14Rik
3638,5830416P10Rik
3639,Gm20033
3640,Gm16755
3641,Gm26765
3642,A330094K24Rik
3643,Gm26764
3644,Gm26609
3645,Gm26608
3646,Gm26610
3647,Gm26647
3648,4930471D02Rik
3649,4930505N22Rik
3650,A230060F14Rik
3651,Gm26905
3652,5430400D12Rik
3653,Gm20109
3654,Gm26841
3655,Gm16973
3656,Gm26534
3657,Gm16938
3658,Gm4673
3659,2010110K18Rik
3660,5730420D15Rik
3661,Miat
3662,2310043M15Rik
3663,Snhg4
3664,Gm10614
3665,B230217O12Rik
3666,Gm2115
3667,Gm27042
3668,Gm26812
3669,Panct2
3670,E530011L22Rik
3671,Gm26910
3672,Gm26909
3673,9330104G04Rik
3674,Gm807
3675,4933405D12Rik
3676,Gm26603
3677,Gm26859
3678,1010001B22Rik
3679,A330069E16Rik
3680,Gm26704
3681,Gm26542
3682,4930547M16Rik
3683,Gm16894
3684,A730020E08Rik
3685,C330002G04Rik
3686,A130014A01Rik
3687,Gm26952
3688,Gm26982
3689,Gm9522
3690,Gm27003
3691,Gm26981
3692,Gm5345
3693,Gm26945
3694,Gm7909
3695,Gm26916
3696,2700099C18Rik
3697,Rnf113a2
3698,Gm26935
3699,Gm5493
3700,Gm27010
3701,B830012L14Rik
3702,Gm27030
3703,Gm28040
3704,1190002F15Rik
3705,Mir7069
3706,Gm27849
3707,Mir3473f
3708,Hm629797
3709,Gm7467
3710,Gm27690
3711,Gm27217
3712,Mir7036
3713,4930524O08Rik
3714,Gm27675
3715,Mir7052
3716,Mir7k
3717,1500015A07Rik
3718,Mir7067
3719,7630403G23Rik
3720,Mir7024
3721,Mir381
3722,Gm27392
3723,Gm27206
3724,Mir8102
3725,Gm27845
3726,Gm27596
3727,Mir7068
3728,Gm19569
3729,Gm27899
3730,Gm27168
3731,Rnu3b3
3732,Gm19427
3733,Hist1h3d
3734,CH36-246D16.4
3735,Hist1h3i
3736,K230010J24Rik
